#separator:Comma
#html:true
#guid column:1
#notetype:Cloze
#deck column:4
#tags column:5
#columns:GUID,Text,Back Extra,Deck,Tags
CCS21-0cc41d6c,The proceedings rule's sub-rule (2)(a) proviso (2022 substitution): proceedings instituted by a{{c1::subordinate authority}}are deemed instituted by the{{c2::appointing authority}}.,<b>Rule:</b> Deeming fiction saves pre-retirement proceedings started below appointing-authority level.<br><br><b>Hinglish:</b> Chhote adhikari ne shuru ki to bhi bade ke naam maani jaayegi.<br><br><b>Ref:</b> Rule 8(2)(a) proviso; Rule 8(2),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_08_2 Amendment Proviso CCS_Pension::Rule_08 Priority::High CCS_Pension::Rule_08_2
CCS21-3b211943,"New appellate clause: first,{{c1::no appeal}}against the President's order; second, appeal lies to the{{c2::President}}against Secretary/C&amp;AG orders, with{{c3::UPSC consultation}}.",<b>Rule:</b> President is both first authority (own appointees) and appellate authority (others' orders).<br><br><b>Hinglish:</b> Rashtrapati ke order par appeal nahi; Secretary/C&amp;AG ke order par appeal Rashtrapati ko + UPSC.<br><br><b>Ref:</b> Rule 8(6A),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_08_6A Amendment CCS_Pension::Rule_08 Priority::High CCS_Pension::Rule_08_6A
CCS21-c32904b0,"The commercial-employment rule's sub-rule (1): Group A officers need{{c1::prior sanction}}for{{c2::commercial employment}}within{{c3::1 year}}of retirement, applied in{{c4::Form 1}}.",<b>Rule:</b> 1-year cooling applies ONLY to Group A; LPR/refused-leave cases covered by proviso; negotiating during service without sanction needs special-reasons ban compliance.<br><br><b>Hinglish:</b> Group A ek saal tak bina permission company me nahi; Form 1 bharo.<br><br><b>Ref:</b> Rule 9(1),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_09 Procedure Timeline Form CCS_Pension::Rule_09 Priority::Critical
CCS21-04705219,The commercial-employment rule's sub-rule (7): representation against refusal lies within{{c1::30 days}}(NOT 15). commercial-employment penalty:{{c2::pension for the period of such employment}}is withheld.,"<b>Rule:</b> 30-day representation (contrast the conduct rule's 15+15); breach costs that spell's pension — 'us employment ki avadhi ki pension'.<br><br><b>Hinglish:</b> Mana kiya to 30 din me appeal; bina permission naukri ki to us dauran ki pension gayi.<br><br><b>Trap:</b> 30 days, not 15.<br><br><b>Ref:</b> Rule 9(7), 9(8); Rule 9(7); Rule 9(8); Rule 7",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_09 Timeline Exam_Trap CCS_Pension::Rule_09 Priority::Critical
CCS21-60dd9f19,The qualifying-service rule: qualifying service begins from{{c1::taking charge of the first post}}— with which 2 provisos and 1 exception?,<b>Rule:</b> P1: officiating/temporary service followed by substantive appointment counts. P2: no service before age 18 counts. Exception: military counting counting.<br><br><b>Hinglish:</b> Pehle post ka charge = shuruaat; 18 se pehle ka zero; officiating→substantive judta hai.<br><br><b>Ref:</b> Rule 11; Rule 20,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_11 Qualifying_Service Proviso CCS_Pension::Rule_11 Priority::High
CCS21-00074462,The qualifying-service rule's Second Proviso: service before age{{c1::18 years}}does NOT count — but verification timeline clock ALSO starts at{{c2::18 years}}of service. Avoid the confusion.,"<b>Rule:</b> 18 YEARS OF AGE (the qualifying-service rule floor) vs 18 YEARS OF SERVICE (verification trigger) — same number, different units.<br><br><b>Hinglish:</b> 18 saal UMAR vs 18 saal NAUKRI — sankhya ek, matlab alag.<br><br><b>Trap:</b> Units trap.<br><br><b>Ref:</b> Rule 11; Rule 30(1); Rule 30",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_11 Rule_30 Near_Miss Exam_Trap CCS_Pension::Rule_11 Priority::Critical
CCS21-8cb87b24,The paid-service rule: service counts only if the servant performed{{c1::duties AND drew pay}}— state the Explanation's funding test.,<b>Rule:</b> Service under Government + paid from Consolidated Fund of India / Govt-administered Local Fund; non-contributory-scheme service excluded unless Government orders otherwise (override).<br><br><b>Hinglish:</b> Kaam + tankhvah dono; paisa Sarkari khazane se; non-contributory scheme bahar (Sarkar chahe to andar).<br><br><b>Ref:</b> Rule 12,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_12 Qualifying_Service Explanation CCS_Pension::Rule_12 Priority::High
CCS21-6bd5a94f,The State-transfer rule's sub-rule (1):{{c1::permanent transfer}}to State service preserves counting; the State-transfer rule's sub-rule (3):{{c2::Central Government bears}}the pension liability.,"<b>Rule:</b> Centre-to-State permanent transferees keep QS; Centre pays (liability allocation rule).<br><br><b>Hinglish:</b> Rajya me pakke transfer par service bachi; kharcha Kendra dega.<br><br><b>Ref:</b> Rule 13(1), 13(3); Rule 13(1); Rule 13(3)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_13 Qualifying_Service CCS_Pension::Rule_13 Priority::High
CCS21-17a98a75,The PSU-counting rule's sub-rule (1)(c) lump sum ={{c1::pension/service gratuity + retirement gratuity}}already drawn; PSU-counting commutation follows the{{c2::1981 Table}}.,"<b>Rule:</b> Refund what you took; commute only per CCS (Commutation of Pension) Rules 1981 Table.<br><br><b>Hinglish:</b> Jo liya wapas karo; commutation 1981 Table se.<br><br><b>Ref:</b> Rule 14(1)(c), 14(1)(d); Rule 14(1)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_14 PSU CCS_Pension::Rule_14 Priority::High
CCS21-324d0d4a,"The temporary-status rule: regularised{{c1::temporary-status}}(Casual Labourers Scheme 1993, DoPT) service counts at{{c2::family-pension per cent}}.",<b>Rule:</b> Only REGULARISATION unlocks the 50%; casual spell itself never counts directly.<br><br><b>Hinglish:</b> Regular ho gaye to aadhi service mili — Casual Labourers Scheme 1993 walo ko.<br><br><b>Ref:</b> Rule 15; Rule 2 Expl.4; Rule 50,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_15 Qualifying_Service Threshold CCS_Pension::Rule_15 Priority::High
CCS21-245187d1,The probation rule:{{c1::probation}}against a post counts once followed by{{c2::confirmation}}(same or another post).,<b>Rule:</b> Probation + confirmation = qualifying; unconfirmed probation dangling alone is the risk case.<br><br><b>Hinglish:</b> Pariksha-kaalin service pakki niyukti ke saath gini.<br><br><b>Ref:</b> Rule 16,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_16 Qualifying_Service CCS_Pension::Rule_16 Priority::High
CCS21-b4701915,The apprenticeship rule:{{c1::apprentice}}service is EXCLUDED — except{{c2::SAS apprentices of IA&amp;AD / DAD only}}.,<b>Rule:</b> General apprentice ban; narrow SAS (Subordinate Accounts Service) exception in audit/defence accounts.<br><br><b>Hinglish:</b> Apprentice bahar — sirf Audit/Defence Accounts ke SAS apprentice andar.<br><br><b>Ref:</b> Rule 17,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_17 Exception CCS_Pension::Rule_17 Priority::High
CCS21-9f185d45,The contract-service rule's sub-rule (i): contract appointment{{c1::on or before 31.12.2003}}can count; the contract-service rule's sub-rule (ii):{{c2::CPF Government contribution}}must be refunded (cumulative).,"<b>Rule:</b> Pre-cutoff contract service is countable; CPF employer money comes back with accumulations.<br><br><b>Hinglish:</b> 2003 tak ka contract gina; CPF ka Sarkari hissa byaaj samet wapas.<br><br><b>Trap:</b> Previous SANCTION vs previous KNOWLEDGE — sanction is the load-bearing word.<br><br><b>Ref:</b> Rule 18(i), 18(ii); Rule 18(i); Rule 18(ii)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_18 Qualifying_Service Exam_Trap CCS_Pension::Rule_18 Priority::High
CCS21-f22dde41,"The civil-return rule's sub-rule (1) covers 4 re-employment entry classes:{{c1::compensation pension, invalid pension, compensation gratuity, invalid gratuity}}— which 2 pensions are NOT covered?",<b>Rule:</b> SUPERANNUATION and RETIRING pensions are NOT civil-return cases (their holders re-employed differently).<br><br><b>Hinglish:</b> Compensation/invalid wale andar; superannuation/retiring wale bahar.<br><br><b>Trap:</b> Superannuation/retiring pension = NOT the civil-return rule.<br><br><b>Ref:</b> Rule 19(1); Rule 19,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Re_Employment Exam_Trap CCS_Pension::Rule_19 Priority::Critical
CCS21-949e859a,The civil-return rule refund items:{{c1::pension drawn + commutation value + retirement/service gratuity}}; instalments capped at{{c2::36 months}}; right revives ONLY on{{c3::full refund}}.,"<b>Rule:</b> Civil Return rule: 36-monthly-instalment cap; first instalment timing fixed; part refund = no revival. the civil-return rule's sub-rule: death before full refund → adjust from death gratuity.<br><br><b>Hinglish:</b> Jo liya sab wapas (36 kishton me); poora wapas tabhi purani service judegi; maut ho to death gratuity se kaato.<br><br><b>Ref:</b> Rule 19(3), 19(4); Rule 19; Rule 19(3); Rule 19(4)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Re_Employment Timeline CCS_Pension::Rule_19 Priority::Critical
CCS21-6f06f430,The civil-return rule's sub-rule (2)(i):{{c1::pre-re-employment pension}}is NOT refundable; the civil-return rule's sub-rule (2)(ii):{{c2::gratuity element in pay fixation}}IS refundable.,"<b>Rule:</b> Pension earned BEFORE re-employment stays yours; but gratuity baked into re-employed pay must return.<br><br><b>Hinglish:</b> Pehle ki pension tumhari; vetan me ghusi gratuity wapas.<br><br><b>Ref:</b> Rule 19(2)(i), 19(2)(ii); Rule 19(2)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Re_Employment CCS_Pension::Rule_19 Priority::High
CCS21-9289c6ab,"The civil-return rule's sub-rule (5) LIMITS the later civil pension, but military-counting imposes{{c1::NO limitation}}— state the contrast and its logic.",<b>Rule:</b> Civil re-employment caps the combined outcome; military re-employment lets the later civil pension run free — ex-servicemen advantage.<br><br><b>Hinglish:</b> Civil wapas-noukri me seema; fauji wapas-noukri me khuli pension.<br><br><b>Ref:</b> Rule 19(5); Rule 20(5); Rule 19; Rule 20,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Rule_20 Comparison CCS_Pension::Rule_19 Priority::Critical
CCS21-c6ea23cf,The military-counting rule's sub-rule (1): military re-employment refund ={{c1::military pension drawn + its commutation value + gratuities}}; instalments{{c2::36 months}}(the military-counting rule's sub-rule (2)).,"<b>Rule:</b> Same 36-month cap as the civil-return rule's sub-rule; the military-counting rule's sub-rule: interruption condonation deemed included.<br><br><b>Hinglish:</b> Fauji pension/gratuity wapas (36 kisht); toota-link muaaf maana.<br><br><b>Ref:</b> Rule 20(1), 20(2), 20(4); Rule 20(1); Rule 20(2); Rule 19(3); Rule 20(4); Rule 20(3)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_20 Military_Service Timeline CCS_Pension::Rule_20 Priority::High
CCS21-a2ea2921,The military-counting rule's Explanation 1(ii) 2022 REVERSAL: 'was NOT required to be refunded' became '{{c1::WAS TO BE REFUNDED}}'.,<b>Rule:</b> G.S.R. 770(E) flipped the refund duty — single-word reversal with full arithmetic consequence.<br><br><b>Hinglish:</b> 2022 me 'wapas NAHI' ulta ho kar 'wapas KARO' ban gaya.<br><br><b>Trap:</b> Pre-2022 vs post-2022 opposite answers.<br><br><b>Ref:</b> Rule 20 Expl.1(ii) as amended; Rule 20,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_20_Exp1_ii GSR_770_E_2022 Amendment Reversal CCS_Pension::Rule_20 Priority::Critical CCS_Pension::Rule_20_Exp1_ii
CCS21-bd40b4fa,The military-counting rule's Explanation 2 (opt to KEEP military pension) →{{c1::military service NOT counted}}; Explanation 3 (joined AFTER 31.12.2003) →{{c2::NPS Rules apply}}.,"<b>Rule:</b> Keep the fauji pension = lose the counting; post-cutoff joiners are NPS persons.<br><br><b>Hinglish:</b> Fauji pension rakhi to service gayi; 2003 ke baad aaye to NPS.<br><br><b>Ref:</b> Rule 20 Expl.2, Expl.3; Rule 20",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_20 NPS CCS_Pension::Rule_20 Priority::High
CCS21-ab0514da,"The leave-counting rule 's 3 leave categories: (i){{c1::leave with leave salary — always counts}}; second,{{c2::EOL on medical grounds — always counts}}; third,{{c3::other EOL — counts ONLY on 2 grounds}}.",<b>Rule:</b> Grounds for: civil commotion OR higher scientific/technical studies — nothing else.<br><br><b>Hinglish:</b> Tankhvah wali chhutti + bimaari wali EOL = pakka count; baaki EOL sirf danga/padhai par.<br><br><b>Ref:</b> Rule 21(i)-(iii); Rule 21; Rule 21(iii),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_21 Qualifying_Service CCS_Pension::Rule_21 Priority::Critical
CCS21-452c2c57,Other EOL counts ONLY for{{c1::civil commotion}}or{{c2::higher scientific/technical studies}}— apply to study leave for an MBA abroad.,<b>Rule:</b> MBA abroad is higher study but NOT scientific/technical → does NOT count. A PhD in physics would count.<br><br><b>Hinglish:</b> MBA-videsh = nahi ginega; physics-PhD = ginega.<br><br><b>Ref:</b> Rule 21(iii),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_21 Scenario Application CCS_Pension::Rule_21 Priority::High
CCS21-16183086,The leave-counting rule's Explanation: leave needs a{{c1::definite service-book entry}}; late entry allowed till{{c2::6 months before superannuation}}; default favours the{{c3::employee}}.,<b>Rule:</b> No entry → Government proves otherwise; silence benefits the servant.<br><br><b>Hinglish:</b> Entry pakki karo; der ho to retirement se 6 mahine pehle tak; shak ka fayda karmchari ko.<br><br><b>Ref:</b> Rule 21 Explanation; Rule 21,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_21 Explanation Timeline CCS_Pension::Rule_21 Priority::High
CCS21-a79408d7,The training/joining rule's sub-rule (1): pre-appointment departmental training counts for{{c1::Group C}}(on pay/stipend/nominal allowance); the training/joining rule's sub-rule (2): other cases need{{c2::Government order}}.,"<b>Rule:</b> Group C training auto-counts; everyone else needs an express Govt order.<br><br><b>Hinglish:</b> Group C ki training pakki; baakiyon ko Sarkari order chahiye.<br><br><b>Ref:</b> Rule 22(1), 22(2); Rule 22(1); Rule 22(2)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_22 Qualifying_Service CCS_Pension::Rule_22 Priority::High
CCS21-fab5a4e0,"The training/joining rule's sub-rule (3):{{c1::joining-time gap}}counts; the training/joining rule's sub-rule (4): EXCESS joining time →{{c2::leave due, else HoD-sanctioned EOL}}— and THIS EOL counts (contrast the leave-counting rule).","<b>Rule:</b> The training/joining eol is a deemed-count exception to the leave-counting rule's strict EOL gate.<br><br><b>Hinglish:</b> Zyada joining-time = chhutti/EOL me badlo, aur ve gini jaayegi — leave-counting ka ulta.<br><br><b>Ref:</b> Rule 22(3), 22(4); Rule 22(3); Rule 22(4); Rule 21",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_22 Comparison CCS_Pension::Rule_22 Priority::High
CCS21-d072d8f0,The suspension rule's sub-rule (1) suspension counts ONLY if TWO limbs meet:{{c1::fully exonerated OR only minor penalty}}AND{{c2::suspension wholly unjustified}}.,"<b>Rule:</b> BOTH needed — exoneration alone is insufficient if suspension was justified.<br><br><b>Hinglish:</b> Bari + suspension be-wajah — dono shart; ek se kaam nahi.<br><br><b>Trap:</b> AND, not OR, between the limbs.<br><br><b>Ref:</b> Rule 23(1)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_23 Qualifying_Service Exam_Trap CCS_Pension::Rule_23 Priority::Critical
CCS21-5c22a67b,The suspension rule's sub-rule (2): counting needs an{{c1::express declaration at the time}}; the suspension rule's sub-rule (3):{{c2::every case}}gets an order + definite service-book entry.,"<b>Rule:</b> No retrospective assumption — declare then, enter always.<br><br><b>Hinglish:</b> Usi waqt ghoshna, har case me entry — baad me maan nahi liya jaata.<br><br><b>Ref:</b> Rule 23(2), 23(3); Rule 23(2); Rule 23(3)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_23 Procedure CCS_Pension::Rule_23 Priority::High
CCS21-c6b7ee47,The forfeiture rule:{{c1::dismissal or removal}}forfeits past service —{{c2::compulsory retirement}}is NOT in the forfeiture rule.,"<b>Rule:</b> Dismissal/removal = forfeit (compassionate allowance may still rescue); compulsory retirement keeps pension under the compulsory-retirement rule.<br><br><b>Hinglish:</b> Barkhastagi = seva zabt; compulsory retirement = pension bachi (the compulsory-retirement rule).<br><br><b>Trap:</b> Compulsory retirement ≠ the forfeiture rule.<br><br><b>Ref:</b> Rule 24; Rules 40, 41; Rule 41; Rule 40",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_24 Forfeiture Exam_Trap CCS_Pension::Rule_24 Priority::Critical
CCS21-faa39042,The reinstatement rule's sub-rule (1): dismissal/removal/COMPULSORY RETIREMENT +{{c1::reinstatement on appeal/review}}→ past service{{c2::counts}}; the reinstatement rule's sub-rule (2): interruption itself{{c3::not counted}}unless{{c4::regularised by specific order}}.,"<b>Rule:</b> Reinstatement revives past service; the gap needs its own regularisation order.<br><br><b>Hinglish:</b> Bahali par purani service wapas; beech ka gap alag order se ginega.<br><br><b>Ref:</b> Rule 25(1), 25(2); Rule 25(1); Rule 25(2)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_25 Qualifying_Service CCS_Pension::Rule_25 Priority::High
CCS21-612ae04c,The resignation rule's sub-rule (1):{{c1::resignation}}forfeits past service; resignation exception:{{c2::proper permission + another Government appointment}}.,"<b>Rule:</b> Bare resignation kills QS; permission-route resignation to another Govt post preserves it (the resignation rule's sub-rule: order must say so + HoO service-book entry; the resignation rule's sub-rule: gap coverage; the resignation rule's sub-rule: condonation deemed).<br><br><b>Hinglish:</b> Isteefa = seva gayi; permission + Sarkari naukri = seva bachi.<br><br><b>Ref:</b> Rule 26(1)-26(4), 26(7); Rule 26(1); Rule 26(2); Rule 26(3); Rule 26(4); Rule 26(7)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_26 Forfeiture Exception CCS_Pension::Rule_26 Priority::High
