#separator:Comma
#html:true
#guid column:1
#notetype:Basic
#deck column:4
#tags column:5
#columns:GUID,Front,Back,Deck,Tags
CCS21-ccdf3c2d,"VOLATILE 2 — DR rate: current figure, w.e.f., OM, and rounding?","<b>Rule:</b> 60% w.e.f. 01.01.2026 (DoPPW OM 24.04.2026, from 58%); on basic (+additional); fraction → next rupee; progression 50→53→55→58→60. ⚠️ VOLATILE — July-2026 round due.<br><br><b>Hinglish:</b> Abhi-60, chhutta-upar, July-2026 me phir-badlega.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rule 52; OM 24.04.2026",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Dearness_Relief Priority::Critical
CCS21-4072967e,"VOLATILE 3 — Family-pension income test Rs 14,400/month: derivation + caveat?","<b>Rule:</b> Rs 9,000 × 1.60 (60% DR) = Rs 14,400 — DERIVED, not in rules; RECOMPUTE at live DR (e.g., 62% → 14,580). ⚠️ VOLATILE.<br><br><b>Hinglish:</b> 14,400 = hisaab, niyam-nahi — DR-badle-hisaab-badle.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rule 50 income tests; DR OM",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Threshold Family_Pension Priority::Critical
CCS21-263e0be1,VOLATILE 4 — 7th CPC figures in rules (9K/75K/125K/20L): stable or volatile?,"<b>Rule:</b> STATIC in rule text since 7th CPC; move only via Pay-Commission revision or amendment — treat as stable-until-8th-CPC; 8th CPC constituted Jan 2025, report awaited (no rule impact yet).<br><br><b>Hinglish:</b> Kitaabi-aankde sthir — 8th-CPC aaye tab dekhenge.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rules 44, 45, 50",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Threshold Priority::Medium
CCS21-95b060e7,VOLATILE 5 — 2024 amendment effective date: why flagged?,"<b>Rule:</b> Clause says 'after 120 days from 16.07.2024' (≈13/14.11.2024); portals cite 13/14/16/19 Nov; spec cites 16.11.2024 — VERIFY Gazette; quote the CLAUSE, not a contested date.<br><br><b>Hinglish:</b> Tareekh-vivaad — '120-din' wali-dhara likho.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> G.S.R. 410(E) cl.1(2)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension GSR_410_E_2024 Timeline Priority::Critical
CCS21-ccf94993,CROSS-CUT 1 — Every 'whichever' in the Rules: list with provision + direction.,"<b>Rule:</b> EARLIER: the preparation rule, the assessment rule's sub-rule. LATER: the missing-persons rule's sub-rule, the missing-persons rule's sub-rule, the provisional-pension rule's sub-rule, the pensioner-death rule's sub-rule. LATEST: the missing-persons rule's sub-rule, the payment rule's sub-rule. LESS: the family-pension rule's sub-rule. MORE BENEFICIAL: the average-emoluments rule, the invalid-pension rule's sub-rule.<br><br><b>Hinglish:</b> Pehle/Later/Latest/Kam/Faayda — paanch disha.<br><br><b>Ref:</b> Rule 56; Rule 69(1); Rule 51(2)(b); Rule 51(3); Rule 62(6)(a); Rule 79(3)(iv); Rule 51(1)(b); Rule 76(3)(e); Rule 50(2)(a)(iii); Rule 32; Rule 44; Rule 39(9)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Synthesis Priority::Critical
CCS21-4eb758b9,"CROSS-CUT 2 — Every rounding in the Rules: service, money, DR, broken periods.","<b>Rule:</b> Service: the pension rule's sub-rule 3-mo; the pension rule's sub-rule 9y9m; the gratuity rule's sub-rule 3-mo/4y9m. Money: pension next-higher separate; pension broken; family-pension capped. DR: next rupee (OM). BARS: the voluntary-retirement rule 4th proviso (no rounding for 20y).<br><br><b>Hinglish:</b> Seva-gol, paisa-gol, DR-gol — 20-saal par gol-BAND.<br><br><b>Ref:</b> Rules 44, 45, 50, 43; Rule 44(9); Rule 44(10); Rule 50(4); Rule 44(7); Rule 44(8); Rule 45(4)(5)-(5); Rule 43",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Synthesis Priority::High
CCS21-bf06b6ca,"CROSS-CUT 3 — Every interest clock: the interest rule (GPF, 2-mo pay), the missing-persons rule's sub-rule (8) (missing), the authorisation rule's sub-rule (1) (3-mo tripwire): unify the trigger logic.","<b>Rule:</b> All fire on ADMIN delay past a due date; servant-fault kills (the interest rule proviso); missing-persons route through interest machinery; Secy/JS sanctions; probe never blocks payout.<br><br><b>Hinglish:</b> Daftar-deri-byaaj; khud-galti-shunya; jaanch-na-roke-paisa.<br><br><b>Ref:</b> Rules 65, 51, 80; Rule 65; Rule 51(8); Rule 80(1); Rule 51; Rule 80",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Interest_On_Delay Synthesis Priority::High
CCS21-0256ff1e,CROSS-CUT 4 — The pension rule +45+46+47 death-gratuity pipeline: compute → nominate → distribute → police.,"<b>Rule:</b> No — gratuity computes slab; gratuity adds DA; gratuity-nomination routes via nominee; gratuity-distribution ladders family; murder-taint freezes tainted; lapse unclaimed; death-intimation process; death-payment advances.<br><br><b>Hinglish:</b> Gino→nominee→parivaar→khoon/laavaaris→kagaz.<br><br><b>Ref:</b> Rules 45, 46, 47, 48, 49, 71-77; Rule 44; Rule 48; Rule 49; Rule 44(1)(b); Rule 45(1)(b); Rule 45(6); Rule 46; Rule 47; Rules 71-77",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Death_Gratuity Synthesis Priority::Critical
CCS21-5b08a1a5,"CROSS-CUT 5 — Withholding/forfeiture universe: the conduct rule, the proceedings rule, the forfeiture rule, the resignation rule, the PSU-absorption rule's sub-rule (29)(c), the compulsory-retirement rule, the compassionate-allowance rule, the pension rule's sub-rule (5), the murder-taint rule: who loses what, who can rescue?",<b>Rule:</b> conduct withhold (President/Secy/C&amp;AG; floors the pension rule-min); forfeiture service (reinstatement rescue); PSU-absorption forfeits Govt benefits (Ministry reviews); compulsory-retirement bands 2/3-full; mercy ≤2/3; murder-taint freezes murder-share.<br><br><b>Hinglish:</b> Rok-zabt-bachao ka poora-naksha.<br><br><b>Ref:</b> Rule 7; Rule 8; Rule 24; Rule 26; Rule 37(29)(c); Rule 40; Rule 41; Rule 44(5); Rule 48; Rule 44; Rule 25; Rule 26(2),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Synthesis Priority::High
CCS21-50af306d,"CROSS-CUT 6 — Deputation/absorption universe: the UN-deputation rule, the State-absorption rule, the corporate-absorption rule, the PSU-absorption rule, the AB-transfer rule, the deputation-cases rule, the death-deputation rule: sort by event.","<b>Rule:</b> International option; State absorption; PSU/body absorption; en-masse→PSU; en-masse→AB; retirement processing; death processing.<br><br><b>Hinglish:</b> Bahar-kaam ke saat-darwaze.<br><br><b>Ref:</b> Rules 29, 35-38, 64, 78; Rule 29; Rule 64; Rule 78",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Deputation Absorption Synthesis Priority::High
CCS21-d328c6d3,CROSS-CUT 7 — 'No rejection / deemed / presumed' safety-net universe: list all.,<b>Rule:</b> the military-counting rule's sub-rule condonation-deemed; the condonation rule's sub-rule auto-condonation; voluntary-retirement auto-effective; the calendar rule 2-mo deeming + unverifiable-deemed; the withholding rule's sub-rule silence-presumed-nil; deemed-retired; the record-verification rule's sub-rule (i) unverified-accepted; FP-settlement silence-deemed; the death-forwarding rule's sub-rule no-Form-4-veto; family-pension auto-ordinary.<br><br><b>Hinglish:</b> Muaafi-maano-mat-roko ka jaal.<br><br><b>Ref:</b> Rule 43(2); Rule 70(2); Rule 73(2)(b)(iv); Rule 50(2)(b); Rule 20(4); Rule 26(7); Rule 28(1); Rule 57; Rule 68(1)(c); Rule 77(vii); Rule 72(1)(b)(i); Rule 74(2); Rule 79(3),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Synthesis Priority::High
CCS21-c6132e53,"CASE LAW 1 — Suraj Pratap Singh vs CMD BSNL (SLP 4817/2020, SC Order 09.01.2023): held what, amended what?","<b>Rule:</b> SC order drove G.S.R. 340(E)/2025 substituting the PSU-absorption rule's sub-rule (29) — PSU dismissal/removal forfeits Govt-service benefits too. Cite: PIB PR 27.05.2025.<br><br><b>Hinglish:</b> SC-ne-kaha, 2025-ne-likha — PSU-nikaasi-Sarkari-zabti.<br><br><b>Ref:</b> SLP 4817/2020; G.S.R. 340(E); Rule 37(29)(c); Rule 34(c)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Supreme_Court Case_Law Priority::High
CCS21-68e9ea81,CASE LAW 2 — RPwD Act 2016 s.20 as imported by the invalid-pension rule's sub-rule (1): principle?,"<b>Rule:</b> Disability-acquired-in-service gets statute-first protection; invalid retirement only within s.20 + 2017-Rules certification.<br><br><b>Hinglish:</b> Divyangta me kanoon-pehle, niyam-baad.<br><br><b>Ref:</b> Rule 39(1); RPwD Act",CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension RPwD_Act_2016 Case_Law Priority::Medium
CCS21-6a586f95,REPEAL — The repeal rule's sub-rule (1) repeal mantra + repeal savings mantra in one breath.,"<b>Rule:</b> 'Har-takraav-radd (1972-samet), jahaan-tak-takraav' + 'Kagaz-chalte, adhoore-naye, purane-purane, kaam-naye-maane'. DOCUMENT aage badhta hai, PENDING CASE peeche nahi chhootta — savings use thaamte hain.<br><br><b>Hinglish:</b> Radd + bachat — dono-mantra.<br><br><b>Ref:</b> Rule 87; Rule 87(1); Rule 87(2)",CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87,CCS_Pension Rule_87 Repeal Mnemonic CCS_Pension::Rule_87 Priority::High
CCS21-78b087df,PROVISION WALK Z1 — provision walk: title→applicability→definitions→transfer→routes→one-pension→conduct-hold→proceedings-hold→commercial→foreign.,<b>Rule:</b> Z1 chain proves no omission: provision title/date; the definition rule cut-off/exclusions/expl; the interpretation rule a–z + FR; the transfer-election rule 6-mo; time-computation routes; single-pension one; conduct; proceedings; commercial employment; foreign government.<br><br><b>Hinglish:</b> Z1-daud: naam-dayra-shabd-transfer-raste-ek-rok-permission.<br><br><b>Ref:</b> Rules 1-10,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Visual_Summary Priority::Medium
CCS21-a31bdd06,PROVISION WALK Z2 — The qualifying-service rule walk: charge→pay→State→PSU→temporary→probation→apprentice→contract→civil-return→military-return→leave→training→suspension→forfeit→reinstate→resign→interrupt→condone→depute→verify→pay→average.,"<b>Rule:</b> Z2 chain: qualifying-service qs engine + emoluments pay engine, every rule touched.<br><br><b>Hinglish:</b> Z2-daud: seva-khata poora.<br><br><b>Ref:</b> Rules 11-32; Rules 11-30; Rules 31-32",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Visual_Summary Priority::Medium
CCS21-ad6ec69f,PROVISION WALK Z3 — The superannuation rule walk: superannuation→retiring→State-absorb→PSU-absorb→enmasse-PSU→enmasse-AB→invalid→compulsory→compassion→premature-30→voluntary-20→pension-amount→gratuity→nomination→distribute→murder→lapse→family-pension→missing→DR.,<b>Rule:</b> Z3 chain: 7 classes + premature-retirement/voluntary-retirement + amounts + gratuity-family + FP + DR.<br><br><b>Hinglish:</b> Z3-daud: varg-rashi-parivaar.<br><br><b>Ref:</b> Rules 33-52,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Visual_Summary Priority::Medium
CCS21-400a0394,PROVISION WALK Z4 — The Bhavishya rule walk: online→list→DoE→prep→verify-file→event-file→Form7→forward→prompt→provisional→PPO→depute-ret→interest→revise→dues→house→assess→notify→death-open→death-verify→death-settle→death-forward→death-provisional→death-PPO→death-dues→depute-death→recipient-exit→pay-chain→start→rupees→payday→satellites→interpret→relax→repeal.,"<b>Rule:</b> Z4 chain: Ch X + XI + XII + XIII + XIV end-to-end, no rule skipped.<br><br><b>Hinglish:</b> Z4-daud: kagaz-maut-bhugtaan-samapan.<br><br><b>Ref:</b> Rules 53-87",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Visual_Summary Priority::Medium
CCS21-b79e4bbe,Pensioner dies at 58: enhanced period? Dies at 66?,<b>Rule:</b> At 58: 58+7 = 65 &lt; 67 → full 7 years. At 66: 66+7 = 73 vs 67 → till 67 = 1 year. The LESSER always wins.<br><br><b>Hinglish:</b> 58-par-7-saal; 66-par-1-saal — jo-CHHOTA-wahi.<br><br><b>Ref:</b> Rule 50(2)(a)(iii),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Application CCS_Pension::Rule_50 Priority::High
CCS21-57eb6d7a,"Basic FP Rs 20,000, widow aged 86: monthly additional FP + total before DR?","<b>Rule:</b> 85–90 slab = 30% × 20,000 = Rs 6,000; total Rs 26,000 + DR 60% (15,600) = Rs 41,600. Base for slab = basic FP (DR-free).<br><br><b>Hinglish:</b> 30%-6-hazar; DR-alag-se.<br><br><b>Ref:</b> Rule 50(3); Rule 52",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Additional_Pension Dearness_Relief Application CCS_Pension::Rule_50 Priority::High
CCS21-bd4b2edb,Widow + eligible son 20 + dependent mother: mother claims concurrent FP. Decide.,"<b>Rule:</b> REJECT — the family-pension rule's sub-rule is a STRICT queue, not concurrent shares; mother waits till widow AND children tiers exhaust. Only twins (the family-pension rule's sub-rule ) and co-widows (the family-pension rule's sub-rule ) share concurrently.<br><br><b>Hinglish:</b> Kataar-me-ruko — maa-baadh-me.<br><br><b>Ref:</b> Rule 50(6); Rule 50(9)(g); Rule 50(8)(c); Rule 50(9); Rule 50(g); Rule 50(8); Rule 50(c)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Evaluation CCS_Pension::Rule_50 Priority::High
CCS21-34a70a20,"The family-pension rule's sub-rule (8)(b): CHILDLESS widow remarries, income Rs 10,000/month at 60% DR: keeps FP?","<b>Rule:</b> YES — 10,000 &lt; 14,400 (9,000 × 1.60). At Rs 15,000 she LOSES it. Test = income &lt; minimum-FP + DR thereon; recompute at live DR. ⚠️ VOLATILE threshold.<br><br><b>Hinglish:</b> 10-hazar-rakho; 15-hazar-kho — 14,400-lakshman-rekha.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rule 50(8)(b); Rule 50(8)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Threshold Application CCS_Pension::Rule_50 Priority::Critical
CCS21-e42d1619,The family-pension rule's sub-rule (8)all 4 clauses: child of a VOID marriage claims FP; legitimate son objects. Decide + route the money.,<b>Rule:</b> ALLOW — void/voidable-marriage children take the MOTHER's share (surviving-widow-first per pension-payment second proviso); legitimacy of parents never defeats the child's FP.<br><br><b>Hinglish:</b> Maa-ka-hissa-bacche-ka — jaat-nahi-poochho.<br><br><b>Ref:</b> Rule 50(8)(d)-(g); Rule 63(1)(d); Rule 50(8); Rule 50(d)-(g),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Evaluation CCS_Pension::Rule_50 Priority::High
CCS21-0184f13a,The family-pension rule's sub-rule (9)(b) ENTRY test vs EXIT test: state the opposite-direction logic (benchmarks verified).,"<b>Rule:</b> asks 'is the child NOT earning livelihood?' to LET IN asks 'has income RISEN past the bar?' to THROW OUT — same benchmark, opposite directions; figures verified ( min-FP+DR entitled-FP+DR).<br><br><b>Hinglish:</b> Andar-ek-jaanch, bahar-doosri — disha-ulti.<br><br><b>Trap:</b> Opposite directions.<br><br><b>Ref:</b> Rule 50(9)(b), (c); Rule 50(9); Rule 50(9)(c); Rule 50(b); Rule 50(c)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Exam_Trap CCS_Pension::Rule_50 Priority::High
CCS21-eebc558b,Gratuity Distribution vs Family Pension,"<b>Rule:</b> Gratuity Distribution rule: nominee→Group1 (spouse, sons&lt;25, daughters)→Group2 (parents, married daughter, grandline, siblings). the family-pension rule: spouse→children→parents→siblings(disabled). Conflict: married daughter takes gratuity-distribution-Group2 gratuity but gets NO FP (married + earning exits).<br><br><b>Hinglish:</b> Gratuity-seedhi vs pension-kataar — shabd-ek-seedhi-do.<br><br><b>Ref:</b> Rule 47; Rule 50; Rule 47(gratuity groups)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_47 Rule_50 Comparison Synthesis CCS_Pension::Rule_47 Priority::Critical
CCS21-d3d1e2e9,Military Counting vs Provision,"<b>Rule:</b> VERIFIED: listing names family-pension among amended rules. PENDING: exact clause (spec silent) — VERIFY Gazette G.S.R. 770(E) full text; never cite an unlocated clause in exams.<br><br><b>Hinglish:</b> Chhua-to-hai, kahan-VERIFY-karo.<br><br><b>Ref:</b> G.S.R. 770(E) — VERIFY R50 clause; Rule 20(doptcirculars listing); Rule 50",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 GSR_770_E_2022 Amendment CCS_Pension::Rule_50 Priority::Medium
CCS21-bb3abb45,"Leave till 15.03, pay till 31.03, GDE 10.04 (no FIR): start-date? Family insists FIR is mandatory. Decide.",<b>Rule:</b> Start = 10.04 (GDE suffices — FIR/DDE/GDE are ALTERNATIVES); insisting on FIR is illegal.<br><br><b>Hinglish:</b> GDE-kaafi — FIR-zid-galat.<br><br><b>Ref:</b> Rule 51(1)(b),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Evaluation CCS_Pension::Rule_51 Priority::High
CCS21-02e1134d,"TABLE ROW — The condonation rule condonation: resignation + strike-mix — servant resigns, rejoins, later strikes: which interruptions condone?",<b>Rule:</b> NEITHER resigns (the condonation rule's sub-rule ) nor strikes condone — both are listed bars; only non-barred gaps auto-condone (the condonation rule's sub-rule ) with the gap itself unpaid (the condonation rule's sub-rule ).<br><br><b>Hinglish:</b> Isteefa-hadtaal-dono-na-muaaf.<br><br><b>Ref:</b> Rule 28(1)-(3); Rule 28; Rule 28(2); Rule 28(1); Rule 28(3),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_28 Visual_Summary Scenario CCS_Pension::Rule_28 Priority::High
CCS21-2c1d6980,SCENARIO — A remote field office is exempted from Bhavishya by special order. The HoO processes HALF the case online (possible steps) and half on paper. Valid under the Bhavishya rule's sub-rule (2)?,"<b>Rule:</b> NO — the Bhavishya rule's sub-rule: exempted office/person = ENTIRE case manual. Hybrid is allowed ONLY under the Bhavishya rule (single action unavailable). Exemption is all-or-nothing.<br><br><b>Hinglish:</b> Chhoot-poori to kagaz-poora — aadha-online-galat.<br><br><b>Ref:</b> Rule 53(2)(a), (b); Rule 53(2); Rule 53(2)(b); Rule 53(2)(a); Rule 53(a)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_53 Evaluation Scenario CCS_Pension::Rule_53 Priority::High
CCS21-3e85d18d,SCENARIO — Bhavishya's upload module fails for one annexure; HoO files the whole case physically. Valid?,<b>Rule:</b> NO — the Bhavishya rule's sub-rule: only THAT step goes manual; the rest stays online. Whole-file manual needs a the Bhavishya rule exemption.<br><br><b>Hinglish:</b> Ek-step-atka to ek-kagaz — poori-file-nahi.<br><br><b>Ref:</b> Rule 53(2)(b); Rule 53(2)(a); Rule 53(2); Rule 53(b),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_53 Evaluation CCS_Pension::Rule_53 Priority::Medium
CCS21-f401fd63,EVALUATE — An e-HRMS official taking VOLUNTARY retirement files Form 6-A through e-HRMS. The system rejects it. Who is right?,<b>Rule:</b> SYSTEM is right — the Bhavishya rule's sub-rule (2024): e-HRMS = SUPERANNUATION only; VR goes via BHAVISHYA. Re-file on Bhavishya.<br><br><b>Hinglish:</b> VR-eHRMS-galat — Bhavishya-par-jao.<br><br><b>Ref:</b> Rule 53(1),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_53 Form_6A Evaluation CCS_Pension::Rule_53 Priority::High
